,city,street,number
14789, село Степной Дворец, Партизанская улица ,3
14790, п.Ферзиково, ул.Бычкова,25
14791, д. Угузево, ул. Коммунистическая,18а
14792, с. Новогеоргиевка 2-я, ул. Центральная,2-я
14793, с. Высокий Яр, 18а,18а
14794, п. Бага-Чонос, ул. Гагарина,11
14795, с. Обское , ул. Трактовая,16
14796, д. Казакулово, ул. Малая,1
14797, село Кривые Балки, ул. Школьная,22
14798, с. Красино, ул. Центральная,114 б
14799, с.Садовый, д. Юбилейная,2
14800, д. Лямина, ул. Кооперативная,18
14801, с. Нижнетамбовское, ул. Кретова,4
14802, село Яблоново, ул. Советская,15
14803, д. Шорсола, ул. Школьная,2
14804, с. Бекетовка, ул. Центральная,49
14805, с.Угузево, ул.Коммунистическая 33б,33б
14806, с. Верхняя Заимка, ул. 40 лет Победы,40 лет Победы
14807, с. Зырянское, пер. Калинина,3
14808, п. Колос, ул. Гагарина,2
14809, с. Бекетовка, ул. Центральная,38
14810, с, ул. Студенческая,4
14811, Городской округ город  Шахунья, ул. Молодежная,17
14812,д. Таштуй ,ул.Новая Школьная,10
14813, п. Осинки, ул. Ветеранов,26
14814, г. Уссурийск, ул. Угловая,8
14815, с. Борщево, пр-кт Труда,59
14816, с. Озерный, ул. Школьная,6
14817, г. Кандалакша, ул. Мурманская,50
14818, г. Собинка, Рабочий проспект,5 дробь 12
14819, Село Подолец, Центральная,71
14820, с.  Дубровка, пер. Школьный,10
14821, с. Адышево, ул. Советская,11
14822, с. Воробьевка, ул. Мира,51
14823, д. Новобалапаново, ул. Мусы Муртазина,1
14824, с. Новая Кармала, ул. Рабочая,36
14825, с. Павло-Федоровка, ул. Школьная,1
14826,с. Чернево, ул. Молодежная,6
14827, с. Новодомосейкино, ул. Молодежная,5.
14828, с. Малое Мамлеево, ул. Новикова,31
14829, поселок Дубровка, улица Победы,2
14830, с.Старобалтачево, ул.Юбилейная,
14831, с. Большое Раково,,
14832, село 2-й Красный Лиман, Советская улица,2-й Красный Лиман
14833, г. Нижний Ломов, ул. Володарского,70
14834, с. Вперед, ул. Школьная,13
14835, г. Октябрьск, ул. Вологина,1
14836, п. Вострогский, 17,17
14837, деревня Пешково, ул. Успенская,72
14838, с. Новобелогорка, ул. Школьная,1
14839, с. Дубровка, ул. Пролетарская,7
14840, Пречистое, ул. Школьная,3
14841, аал Малый Спирин, ул. Центральная,23
14842, п. Маго, ул. Мира,2
14843, Яковлево, ул. Центральная,1
14844, д. Еникеево, ул. Минигали Шаймуратова,27
14845, с. Пивань, ш. Совгаванское,57а
14846, с. Малосухоязово, ул. Школьная,1
14847, пгт. Цильна, ул. Заводская,2А
14848, поселок Аган, улица Береговая,5
14849, с. Сончино, ул. Ленина,9
14850, село Репенка, ул. Центральная,76
14851, с. Кокшаровка, ул. Советская,10
14852, д. Искисяково, ул. Центральная,20
14853, д. Карсашур, ул. Пушкинская,3
14854, с. Селычка, ул. Центральная,20
14855, деревня Комарово, Школьная улица,30
14856, д. Карсашур, ул. Пушкинская,14
14857, п. Пивань, ш. Совгаванское,30а
14858, с. Пречистое, ул. Школьная,14
14859, с. Вперед, ул. Школьная,19
14860, с. Тарханы, ул. Центральная,18
14861, село Елгань, Профсоюзная улица,5
14862, с. Ерыкла, ул. Школьная,9А.
14863, с. Ляды,,
14864, Поселок Новый, ул. Молодежная,4
14865, с. Таволжанка, ул. Молодежная,2А
14866, с. Копей-Кубово, ул. Ленина,71
14867, с. Красная Поляна, ул. Механизаторов,8
14868, Кротово, пер. Школьный,3
14869, с. Спасская Губа ул. Лесная, с. Спасская Губа ул. Лесная,10
14870, с. Малосухоязово, ул. Школьная,8
14871, пгт. Цаган Аман, ул. Аюки Хана,7
14872, д. Еникеево ул.Минигали Шаймуратова, д. Еникеево ул.Минигали Шаймуратова,2
14873, д.Новый Мир, ул. Молодежная,1
14874, д. Карсашур, ул. Пушкинская,1
14875, с. Никольск, ул.Юбилейная,1
14876, с. Шошка, ул. Центральная,12
14877, с. Новый Валовай, ул. Школьная,22
14878, с. Выдрино, ул. Октябрьская,1
14879, с. Николаевка, ул. Гагарина,58
14880, с. Верхняя Эконь, ул. Школьная,14 А
14881, Духовщинский район г. Духовщина, ул. Бугаева,88
14882, пгт. Горные Ключи, проспект Лазурный,1
14883, с. Филатовское, ул. Ленина,87
14884,  с. Илим-Гора, ул. Молодежная,4
14885, у. Шэнэ-Буса, ул.Центральная,39
14886, село Зеленец, ул. Центральная,1А
14887, аул Ходзь, ул. Краснооктябрьская,104
14888, д. Большие Сибы, пл. Центральная,1
14889, у. Додо-Гол, ул.Луговая,5
14890, д. Забегалово, ул. Заречная,11
14891, с. Красноярское, пер. Почтовый,2
14892, д. Улу-Елга, ул. Центральная,37
14893, с. Солонцы, ул. Садовая,28
